sub_num,case_nm,d_sh_close,d_sh_mid,d_sh_far,d_sh_high
14,EP,0.012319,0.05298,0.086856,0.0094364
14,EP,-0.0043324,0.068265,0.080088,0.043352
14,EP,0.031934,0.07757,0.067577,0.051141
14,EP,0.019549,0.06149,0.09067,0.050951
14,EP,0.0015043,0.071456,0.071294,0.047975
14,TS,0.028494,0.090824,0.068554,0.051038
14,TS,0.039248,0.079151,0.067996,0.055072
14,TS,0.027417,0.069732,0.082793,0.02556
14,TS,0.037875,0.093447,0.090182,0.040255
14,TS,0.01303,0.067583,0.06913,0.047884
14,TS,0.027474,0.064122,0.066363,0.048553
14,TS,0.0087542,0.059089,0.092136,0.019851
14,TS,0.020939,0.078233,0.081712,0.036064
14,TS,0.0063174,0.081169,0.081242,0.022439
14,TS,-0.0041123,0.090981,0.074956,0.033998
14,JS,0.0020913,0.015982,0.08192,0.062809
14,JS,-0.0020642,0.066853,0.073452,0.073882
14,JS,0.006962,0.074925,0.11122,0.055715
14,JS,0.020581,0.063088,0.094325,0.068862
14,JS,0.0098794,0.073093,0.084225,0.064295
14,JS,0.005736,0.060474,0.069575,0.083143
14,JS,0.011736,0.066341,0.05691,0.061116
14,JS,-0.0037768,0.056762,0.082956,0.076263
14,JS,-0.0069635,0.06957,0.086677,0.072741
14,JS,0.034515,0.080576,0.068985,0.061292
15,AB,0.0076994,0.1122,0.090195,0.088725
15,AB,0.010723,0.091769,0.090571,0.086571
15,AB,0.015802,0.082292,0.08307,0.089193
15,AB,0.010753,0.095773,0.084447,0.096406
15,AB,0.0020065,0.08876,0.09594,0.091134
15,AB,0.0079022,0.11719,0.077376,0.083477
15,AB,0.007047,0.10558,0.078347,0.1004
15,AB,0.0058375,0.080806,0.069363,0.077219
15,AB,0.0078617,0.10456,0.067127,0.084608
15,AB,0.0089787,0.096099,0.085988,0.095243
15,EP,0.064733,0.024291,0.095676,0.075267
15,EP,0.009641,0.091879,0.052615,0.066813
15,EP,0.057731,0.032666,0.052194,0.082527
15,EP,0.0065536,0.10165,0.048433,0.084151
15,EP,0.046528,0.037273,0.047561,0.052483
15,EP,-0.0018492,0.052927,0.074124,0.077195
15,EP,-0.0069596,0.061354,0.057117,0.072996
15,EP,-0.0049614,0.092864,0.036074,0.065286
15,EP,0.0071013,0.082064,0.083836,0.046856
15,EP,0.010743,0.062042,0.061267,0.071035
15,TS,-0.0026556,0.047927,0.027644,0.06785
15,TS,-0.011785,0.034208,0.091228,0.079627
15,TS,-0.021112,0.047756,0.036983,0.067381
15,TS,-0.0028647,0.068015,0.058329,0.060117
15,TS,0.0047865,0.011588,0.072681,0.076044
15,TS,0.0067526,0.0771,0.031848,0.076385
15,TS,0.016391,0.044175,0.007337,0.069216
15,TS,0.010161,0.016214,0.048267,0.074556
15,TS,0.0073691,0.014814,0.061719,0.05538
15,TS,0.012896,0.015995,0.048113,0.078192
15,JS,0.0036064,0.08649,0.090504,0.075948
15,JS,0.0017798,0.042486,0.023521,0.060631
15,JS,0.011134,0.03101,0.045842,0.070591
15,JS,0.061591,0.1096,0.073111,0.051384
15,JS,-0.0017223,0.0074198,0.058215,0.047367
15,JS,-0.01194,0.038698,0.032813,0.071752
15,JS,-0.0066577,0.024384,0.071402,0.053038
15,JS,-0.0066987,0.04396,0.051819,0.077413
15,JS,-0.0053028,0.057129,0.067327,0.077128
15,JS,-0.0098983,-0.0011273,0.04814,0.057653
16,AB,-0.0011985,0.064744,0.071957,0.044285
16,AB,-5.8353e-05,0.080097,0.091955,0.057924
16,AB,0.0047631,0.083891,0.075416,0.037323
16,AB,-0.0017038,0.05326,0.076929,0.032738
16,AB,0.0055127,0.079873,0.083557,0.015095
16,AB,0.0016107,0.080565,0.073273,0.063923
16,AB,-0.0013557,0.088843,0.082958,0.042009
16,AB,0.0016487,0.05364,0.062756,0.029032
16,AB,0.00034689,0.092902,0.07873,0.060935
16,AB,7.4382e-05,0.053302,0.081061,0.055248
16,EP,0.066583,-0.0072473,0.049149,0.036651
16,EP,0.037273,-0.0010773,0.1151,0.027071
16,EP,-0.001755,0.004979,0.04741,0.072545
16,EP,0.030451,0.014338,0.059975,0.075756
16,EP,0.020925,-0.019784,0.06574,0.012704
16,EP,-0.0056433,0.010846,0.080133,0.058137
16,EP,0.055801,-0.0018051,0.065786,0.080012
16,EP,0.050084,0.0096113,-0.015416,0.042732
16,EP,0.036445,0.025434,0.075177,0.063201
16,EP,-0.0049002,0.008376,0.040837,0.028937
16,TS,0.037679,0.01263,0.06646,0.023969
16,TS,0.043155,0.003531,0.05465,0.051955
16,TS,0.070904,0.024867,0.030904,0.02601
16,TS,0.057322,0.037537,0.065769,0.033569
16,TS,0.073579,0.0088017,0.027405,0.017839
16,TS,0.043916,-0.0041582,0.053397,0.019658
16,TS,0.046868,-0.0041692,0.055874,0.055662
16,TS,0.090692,0.038087,0.022636,0.068451
16,TS,0.010018,0.017213,0.029784,0.039279
16,TS,0.013139,0.010379,0.044739,0.085372
16,JS,0.00085619,-0.0028431,0.056564,0.046954
16,JS,0.022984,-0.036217,0.078936,0.043642
16,JS,0.048497,-0.013936,0.01706,0.039084
16,JS,-0.014119,-0.0019294,0.0037209,0.094539
16,JS,-0.035945,0.019482,0.044195,0.041774
16,JS,0.013885,-0.069679,0.0096709,0.024831
16,JS,-0.0087445,0.027249,0.019418,0.031324
16,JS,-0.01664,-0.065935,0.074723,0.017293
16,JS,0.045596,0.034959,0.03032,0.045236
16,JS,0.031544,-0.0064944,0.022385,0.02615
