sub_num,case_nm,target,d_sh
8,AB,High,0.053295
8,AB,High,0.042132
8,AB,High,0.051856
8,AB,High,0.044601
8,AB,High,0.042229
8,AB,High,0.043024
8,AB,High,0.064163
8,AB,High,0.048036
8,AB,High,0.060159
8,AB,High,0.066213
8,EP,High,0.025836
8,EP,High,0.043635
8,EP,High,0.038571
8,EP,High,0.045219
8,EP,High,0.059333
8,EP,High,0.096864
8,EP,High,0.0613
8,EP,High,0.041532
8,EP,High,0.047686
8,EP,High,0.050147
8,TS,High,0.02717
8,TS,High,0.060972
8,TS,High,0.025454
8,TS,High,0.04384
8,TS,High,0.035434
8,TS,High,0.044903
8,TS,High,0.053019
8,TS,High,0.052323
8,TS,High,0.065657
8,TS,High,0.037389
8,JS,High,0.073501
8,JS,High,0.084962
8,JS,High,0.062712
8,JS,High,0.049498
8,JS,High,0.080953
8,JS,High,0.07367
8,JS,High,0.060527
8,JS,High,0.06876
8,JS,High,0.075634
8,JS,High,0.085352
9,AB,High,0.06195
9,AB,High,0.060517
9,AB,High,0.077867
9,AB,High,0.061297
9,AB,High,0.061851
9,AB,High,0.068376
9,AB,High,0.07926
9,AB,High,0.051773
9,AB,High,0.068957
9,AB,High,0.061542
9,EP,High,0.035665
9,EP,High,0.031376
9,EP,High,0.042826
9,EP,High,0.014365
9,EP,High,0.060633
9,EP,High,0.042513
9,EP,High,-0.0080941
9,EP,High,0.036228
9,EP,High,-0.012229
9,EP,High,0.056304
9,TS,High,0.052296
9,TS,High,0.033863
9,TS,High,0.037684
9,TS,High,0.041907
9,TS,High,0.059008
9,TS,High,0.027873
9,TS,High,0.054812
9,TS,High,0.031625
9,TS,High,0.038444
9,TS,High,0.016951
9,JS,High,0.018574
9,JS,High,0.028024
9,JS,High,0.030193
9,JS,High,0.039723
9,JS,High,0.026087
9,JS,High,0.019356
9,JS,High,0.031155
9,JS,High,0.012107
9,JS,High,0.019258
9,JS,High,0.032995
10,AB,High,0.067359
10,AB,High,0.073695
10,AB,High,0.046171
10,AB,High,0.083353
10,AB,High,0.077757
10,AB,High,0.081978
10,AB,High,0.059455
10,AB,High,0.052731
10,AB,High,0.062705
10,AB,High,0.060504
10,EP,High,0.051662
10,EP,High,0.058049
10,EP,High,0.05634
10,EP,High,0.05236
10,EP,High,0.041327
10,EP,High,0.04606
10,EP,High,0.055378
10,EP,High,0.056693
10,EP,High,0.040369
10,EP,High,0.034784
10,TS,High,0.043251
10,TS,High,0.10073
10,TS,High,0.0090042
10,TS,High,0.04548
10,TS,High,0.053036
10,TS,High,0.046268
10,TS,High,0.055577
10,TS,High,0.034075
10,TS,High,0.066816
10,TS,High,0.066978
10,JS,High,0.051882
10,JS,High,0.048997
10,JS,High,0.059285
10,JS,High,0.066747
10,JS,High,0.054837
10,JS,High,0.05595
10,JS,High,0.058528
10,JS,High,0.075497
10,JS,High,0.047858
10,JS,High,0.064767
11,AB,High,0.07871
11,AB,High,0.069766
11,AB,High,0.087248
11,AB,High,0.073086
11,AB,High,0.077089
11,AB,High,0.068707
11,AB,High,0.076121
11,AB,High,0.048822
11,AB,High,0.069261
11,AB,High,0.064293
11,EP,High,0.097456
11,EP,High,0.076683
11,EP,High,0.096294
11,EP,High,0.13995
11,EP,High,0.092223
11,EP,High,0.096425
11,EP,High,0.10345
11,EP,High,0.095229
11,EP,High,0.058277
11,EP,High,0.11768
11,TS,High,0.039794
11,TS,High,0.046481
11,TS,High,0.055484
11,TS,High,0.026103
11,TS,High,0.043771
11,TS,High,0.075013
11,TS,High,0.0098726
11,TS,High,0.060442
11,TS,High,0.045586
11,TS,High,0.063065
11,JS,High,0.090184
11,JS,High,0.072935
11,JS,High,0.061123
11,JS,High,0.077843
11,JS,High,0.085447
11,JS,High,0.016573
11,JS,High,0.076657
11,JS,High,0.10024
11,JS,High,0.0791
11,JS,High,0.048324
12,AB,High,0.079627
12,AB,High,0.080885
12,AB,High,0.087018
12,AB,High,0.078841
12,AB,High,0.090218
12,AB,High,0.075578
12,AB,High,0.079572
12,AB,High,0.097246
12,AB,High,0.08202
12,AB,High,0.086697
12,EP,High,0.072665
12,EP,High,0.096671
12,EP,High,0.094779
12,EP,High,0.10703
12,EP,High,0.10199
12,EP,High,0.088436
12,EP,High,0.069739
12,EP,High,0.060371
12,EP,High,0.036992
12,EP,High,0.079022
12,TS,High,0.079955
12,TS,High,0.10305
12,TS,High,0.102
12,TS,High,0.1146
12,TS,High,0.12717
12,TS,High,0.11404
12,TS,High,0.10233
12,TS,High,0.10898
12,TS,High,0.092791
12,TS,High,0.11413
12,JS,High,0.092025
12,JS,High,0.10977
12,JS,High,0.11177
12,JS,High,0.11897
12,JS,High,0.097286
12,JS,High,0.11481
12,JS,High,0.10188
12,JS,High,0.12073
12,JS,High,0.10486
12,JS,High,0.1196
13,AB,High,0.076152
13,AB,High,0.059625
13,AB,High,0.067631
13,AB,High,0.090693
13,AB,High,0.07847
13,AB,High,0.097928
13,AB,High,0.071245
13,AB,High,0.062452
13,AB,High,0.075772
13,AB,High,0.090196
13,EP,High,0.060539
13,EP,High,0.053707
13,EP,High,0.070248
13,EP,High,0.075633
13,EP,High,0.075992
13,EP,High,0.058124
13,EP,High,0.058428
13,EP,High,0.054037
13,EP,High,0.061551
13,EP,High,0.060129
13,TS,High,0.075621
13,TS,High,0.060425
13,TS,High,0.078805
13,TS,High,0.078534
13,TS,High,0.068523
13,TS,High,0.069845
13,TS,High,0.08474
13,TS,High,0.090544
13,TS,High,0.079376
13,TS,High,0.067201
13,JS,High,0.083733
13,JS,High,0.09154
13,JS,High,0.073753
13,JS,High,0.086286
13,JS,High,0.075733
13,JS,High,0.062166
13,JS,High,0.083188
13,JS,High,0.063599
13,JS,High,0.085402
13,JS,High,0.079212
14,AB,High,0.040559
14,AB,High,0.050566
14,AB,High,0.046247
14,AB,High,0.039666
14,AB,High,0.03356
14,AB,High,0.060548
14,AB,High,0.039535
14,AB,High,0.055968
14,AB,High,0.048336
14,AB,High,0.050648
14,EP,High,0.052316
14,EP,High,0.055225
14,EP,High,0.04237
14,EP,High,0.046899
14,EP,High,0.045806
14,EP,High,0.0094364
14,EP,High,0.043352
14,EP,High,0.051141
14,EP,High,0.050951
14,EP,High,0.047975
14,TS,High,0.051038
14,TS,High,0.055072
14,TS,High,0.02556
14,TS,High,0.040255
14,TS,High,0.047884
14,TS,High,0.048553
14,TS,High,0.019851
14,TS,High,0.036064
14,TS,High,0.022439
14,TS,High,0.033998
14,JS,High,0.062809
14,JS,High,0.073882
14,JS,High,0.055715
14,JS,High,0.068862
14,JS,High,0.064295
14,JS,High,0.083143
14,JS,High,0.061116
14,JS,High,0.076263
14,JS,High,0.072741
14,JS,High,0.061292
15,AB,High,0.088725
15,AB,High,0.086571
15,AB,High,0.089193
15,AB,High,0.096406
15,AB,High,0.091134
15,AB,High,0.083477
15,AB,High,0.1004
15,AB,High,0.077219
15,AB,High,0.084608
15,AB,High,0.095243
15,EP,High,0.075267
15,EP,High,0.066813
15,EP,High,0.082527
15,EP,High,0.084151
15,EP,High,0.052483
15,EP,High,0.077195
15,EP,High,0.072996
15,EP,High,0.065286
15,EP,High,0.046856
15,EP,High,0.071035
15,TS,High,0.06785
15,TS,High,0.079627
15,TS,High,0.067381
15,TS,High,0.060117
15,TS,High,0.076044
15,TS,High,0.076385
15,TS,High,0.069216
15,TS,High,0.074556
15,TS,High,0.05538
15,TS,High,0.078192
15,JS,High,0.075948
15,JS,High,0.060631
15,JS,High,0.070591
15,JS,High,0.051384
15,JS,High,0.047367
15,JS,High,0.071752
15,JS,High,0.053038
15,JS,High,0.077413
15,JS,High,0.077128
15,JS,High,0.057653
