sub_num,case_nm,d_c7_close,d_c7_mid,d_c7_far,d_c7_high
14,JS,0.021498,0.11821,0.26353,0.038959
14,JS,0.021938,0.10081,0.28087,0.076285
14,JS,0.016325,0.1043,0.28011,0.053988
14,JS,0.010672,0.11376,0.27454,0.059602
14,JS,0.0041314,0.14341,0.25168,0.037705
14,JS,0.015052,0.11812,0.27821,0.053707
14,JS,0.034697,0.13842,0.28664,0.02879
14,JS,0.018298,0.12086,0.25978,0.028642
14,JS,0.007693,0.11442,0.2823,0.050772
15,AB,0.01105,0.014337,0.27707,0.046045
15,AB,0.016497,0.028155,0.28272,0.064988
15,AB,0.0069036,0.035813,0.2806,0.081901
15,AB,0.016901,0.0059819,0.27343,0.10184
15,AB,0.026012,0.057792,0.25604,0.097807
15,AB,0.019458,0.04496,0.2748,0.065274
15,AB,0.012895,0.047041,0.29785,0.052093
15,AB,0.02152,0.0411,0.27436,0.091044
15,AB,0.0084343,0.017779,0.2789,0.047884
15,AB,0.025053,0.01652,0.26595,0.041164
15,EP,0.071224,0.14257,0.2769,0.06927
15,EP,0.018797,0.014805,0.25786,0.060146
15,EP,0.10021,0.074313,0.25407,0.049056
15,EP,0.014558,0.025804,0.26911,0.12167
15,EP,0.097061,0.020525,0.26073,0.073737
15,EP,0.021877,0.014379,0.24803,0.079998
15,EP,0.016343,0.021423,0.29859,0.062332
15,EP,0.023868,0.029512,0.25042,0.094611
15,EP,0.0051282,0.033497,0.28157,0.075762
15,EP,0.0085343,0.042845,0.2591,0.14204
15,TS,0.13327,0.038173,0.22949,0.11702
15,TS,0.081913,0.061781,0.2391,0.12218
15,TS,0.1869,0.028514,0.2053,0.089304
15,TS,0.072757,0.031136,0.31525,0.09943
15,TS,0.025092,0.070849,0.27318,0.19688
15,TS,0.026081,0.01553,0.21122,0.14079
15,TS,0.0060285,0.040363,0.24206,0.18441
15,TS,0.019782,0.073826,0.24026,0.15517
15,TS,0.035643,0.052821,0.24958,0.12621
15,TS,0.026338,0.047797,0.28146,0.078852
15,JS,0.045266,0.022184,0.23877,0.061639
15,JS,0.016583,0.0244,0.2256,0.06158
15,JS,0.0084389,0.02959,0.26714,0.078706
15,JS,0.065434,0.028502,0.2684,0.060957
15,JS,0.089319,0.093264,0.27812,0.096941
15,JS,0.15763,0.060554,0.29722,0.045228
15,JS,0.062346,0.12931,0.27932,0.074631
15,JS,0.042024,0.067833,0.28154,0.11745
15,JS,0.040107,0.026003,0.26239,0.040528
15,JS,0.041254,0.062815,0.30168,0.096445
