sub_num,case_nm,target,s_j
5,EP,High,-1.8621
5,EP,High,-1.6875
5,EP,High,-1.5435
5,EP,High,-1.9301
5,EP,High,-1.8587
5,TS,High,-2.1577
5,TS,High,-1.7888
5,TS,High,-2.2329
5,TS,High,-2.1504
5,TS,High,-1.9257
5,TS,High,-2.3252
5,TS,High,-1.6762
5,TS,High,-2.1366
5,TS,High,-2.2851
5,TS,High,-1.9577
5,JS,High,-1.8159
5,JS,High,-2.0509
5,JS,High,-1.7645
5,JS,High,-1.656
5,JS,High,-1.7185
5,JS,High,-1.8557
5,JS,High,-1.8767
5,JS,High,-1.7294
5,JS,High,-1.7142
5,JS,High,-2.4399
6,AB,High,-1.3989
6,AB,High,-1.5779
6,AB,High,-1.5253
6,AB,High,-1.639
6,AB,High,-1.59
6,AB,High,-1.6583
6,AB,High,-1.599
6,AB,High,-1.4016
6,AB,High,-1.6558
6,AB,High,-1.6184
6,EP,High,-1.9988
6,EP,High,-2.7334
6,EP,High,-1.4418
6,EP,High,-1.7155
6,EP,High,-1.4298
6,EP,High,-2.4227
6,EP,High,-1.7081
6,EP,High,-1.7772
6,EP,High,-2.258
6,EP,High,-2.4346
6,TS,High,-1.9475
6,TS,High,-1.6359
6,TS,High,-1.6186
6,TS,High,-1.6468
6,TS,High,-1.7372
6,TS,High,-1.6923
6,TS,High,-1.8674
6,TS,High,-1.612
6,TS,High,-1.6661
6,TS,High,-1.7389
6,JS,High,-1.7332
6,JS,High,-1.5831
6,JS,High,-1.6742
6,JS,High,-1.609
6,JS,High,-1.9647
6,JS,High,-1.9913
6,JS,High,-1.8033
6,JS,High,-1.6946
6,JS,High,-1.7287
6,JS,High,-1.9137
7,AB,High,-1.4861
7,AB,High,-1.564
7,AB,High,-1.6125
7,AB,High,-1.4874
7,AB,High,-1.5619
7,AB,High,-1.418
7,AB,High,-1.5551
7,AB,High,-1.5628
7,AB,High,-1.5853
7,AB,High,-1.5355
7,EP,High,-1.681
7,EP,High,-1.6386
7,EP,High,-1.6625
7,EP,High,-1.5541
7,EP,High,-2.5229
7,EP,High,-2.7544
7,EP,High,-2.1008
7,EP,High,-1.952
7,EP,High,-1.5671
7,EP,High,-1.8794
7,TS,High,-1.8053
7,TS,High,-2.0729
7,TS,High,-1.9015
7,TS,High,-1.842
7,TS,High,-2.1714
7,TS,High,-1.7669
7,TS,High,-1.8325
7,TS,High,-1.7718
7,TS,High,-1.9263
7,TS,High,-1.7193
7,JS,High,-1.7481
7,JS,High,-1.4069
7,JS,High,-1.5168
7,JS,High,-1.5459
7,JS,High,-1.6945
7,JS,High,-1.5375
7,JS,High,-1.6602
7,JS,High,-1.65
7,JS,High,-1.4789
7,JS,High,-1.5792
8,AB,High,-2.0113
8,AB,High,-1.8542
8,AB,High,-1.7727
8,AB,High,-1.813
8,AB,High,-1.8625
8,AB,High,-1.82
8,AB,High,-1.5641
8,AB,High,-1.8568
8,AB,High,-1.7458
8,AB,High,-1.5785
8,EP,High,-1.7111
8,EP,High,-1.8155
8,EP,High,-1.8476
8,EP,High,-1.937
8,EP,High,-2.0451
8,EP,High,-1.6237
8,EP,High,-1.5741
8,EP,High,-2.4883
8,EP,High,-1.7083
8,EP,High,-1.7879
8,TS,High,-1.9603
8,TS,High,-1.7826
8,TS,High,-2.1606
8,TS,High,-2.1473
8,TS,High,-2.0866
8,TS,High,-1.8858
8,TS,High,-1.8276
8,TS,High,-1.8893
8,TS,High,-1.8929
8,TS,High,-1.9027
8,JS,High,-2.0444
8,JS,High,-2.2505
8,JS,High,-2.1377
8,JS,High,-1.9195
8,JS,High,-1.7705
8,JS,High,-2.0852
8,JS,High,-1.7683
8,JS,High,-1.8263
8,JS,High,-1.9984
8,JS,High,-1.9525
9,AB,High,-1.6456
9,AB,High,-1.523
9,AB,High,-1.5248
9,AB,High,-1.5617
9,AB,High,-1.6518
9,AB,High,-1.5366
9,AB,High,-1.5853
9,AB,High,-1.6194
9,AB,High,-1.6409
9,AB,High,-1.6204
9,EP,High,-5.248
9,EP,High,-1.9598
9,EP,High,-1.9427
9,EP,High,-1.7283
9,EP,High,-2.5094
9,EP,High,-2.0908
9,EP,High,-2.0523
9,EP,High,-4.0449
9,EP,High,-2.342
9,EP,High,-2.7957
9,TS,High,-1.5436
9,TS,High,-1.6426
9,TS,High,-1.7525
9,TS,High,-1.8241
9,TS,High,-1.6857
9,TS,High,-1.7077
9,TS,High,-1.7029
9,TS,High,-1.6283
9,TS,High,-1.775
9,TS,High,-1.7187
9,JS,High,-1.7068
9,JS,High,-1.6642
9,JS,High,-2.5347
9,JS,High,-2.1842
9,JS,High,-1.7114
9,JS,High,-1.7616
9,JS,High,-1.5314
9,JS,High,-1.706
9,JS,High,-1.5119
9,JS,High,-1.8798
10,AB,High,-1.9692
10,AB,High,-1.5605
10,AB,High,-1.593
10,AB,High,-1.6466
10,AB,High,-1.6914
10,AB,High,-1.853
10,AB,High,-1.6729
10,AB,High,-1.6169
10,AB,High,-1.4758
10,AB,High,-1.5124
10,EP,High,-2.7165
10,EP,High,-2.5089
10,EP,High,-3.3588
10,EP,High,-1.6159
10,EP,High,-1.576
10,EP,High,-1.7043
10,EP,High,-1.7151
10,EP,High,-1.5544
10,EP,High,-1.5155
10,EP,High,-1.6956
10,TS,High,-2.4047
10,TS,High,-1.7003
10,TS,High,-2.2842
10,TS,High,-2.2032
10,TS,High,-2.7269
10,TS,High,-2.4623
10,TS,High,-2.0586
10,TS,High,-2.2247
10,TS,High,-2.1067
10,TS,High,-2.3968
10,JS,High,-2.0723
10,JS,High,-1.5183
10,JS,High,-2.1796
10,JS,High,-1.8334
10,JS,High,-1.671
10,JS,High,-1.9915
10,JS,High,-2.3438
10,JS,High,-1.5828
10,JS,High,-2.89
10,JS,High,-1.7928
11,AB,High,-1.7021
11,AB,High,-1.4635
11,AB,High,-1.4811
11,AB,High,-1.48
11,AB,High,-1.8943
11,AB,High,-1.4567
11,AB,High,-1.4503
11,AB,High,-1.4292
11,AB,High,-1.4809
11,AB,High,-1.5069
11,EP,High,-1.955
11,EP,High,-1.7775
11,EP,High,-1.8663
11,EP,High,-2.2092
11,EP,High,-2.0116
11,EP,High,-2.4731
11,EP,High,-2.3584
11,EP,High,-2.3014
11,EP,High,-2.3213
11,EP,High,-1.7914
11,TS,High,-1.6233
11,TS,High,-1.7138
11,TS,High,-1.8628
11,TS,High,-1.7566
11,TS,High,-2.0084
11,TS,High,-1.8067
11,TS,High,-1.6878
11,TS,High,-1.8157
11,TS,High,-1.6785
11,TS,High,-1.7416
11,JS,High,-1.6556
11,JS,High,-1.6947
11,JS,High,-1.774
11,JS,High,-1.7025
11,JS,High,-1.7354
11,JS,High,-1.7213
11,JS,High,-1.7266
11,JS,High,-1.7895
11,JS,High,-1.5447
11,JS,High,-1.7403
12,AB,High,-1.7338
12,AB,High,-1.5887
12,AB,High,-1.7732
12,AB,High,-1.6753
12,AB,High,-1.8276
12,AB,High,-1.5047
12,AB,High,-1.8429
12,AB,High,-1.7728
12,AB,High,-1.7547
12,AB,High,-1.7183
12,EP,High,-1.7769
12,EP,High,-1.9447
12,EP,High,-1.9057
12,EP,High,-2.3079
12,EP,High,-1.8477
12,EP,High,-1.7017
12,EP,High,-2.1392
12,EP,High,-1.821
12,EP,High,-2.281
12,EP,High,-1.6536
12,TS,High,-1.8234
12,TS,High,-1.7637
12,TS,High,-1.6238
12,TS,High,-1.7509
12,TS,High,-2.4674
12,TS,High,-1.6737
12,TS,High,-1.6913
12,TS,High,-1.7008
12,TS,High,-2.581
12,TS,High,-1.7857
12,JS,High,-2.0927
12,JS,High,-1.7814
12,JS,High,-1.6077
12,JS,High,-1.3981
12,JS,High,-1.4935
12,JS,High,-1.5905
12,JS,High,-1.7459
12,JS,High,-1.5388
12,JS,High,-1.6494
12,JS,High,-1.6814
13,AB,High,-1.5147
13,AB,High,-1.4686
13,AB,High,-1.5079
13,AB,High,-1.5116
13,AB,High,-1.4787
13,AB,High,-1.5657
13,AB,High,-1.5648
13,AB,High,-1.3986
13,AB,High,-1.5157
13,AB,High,-1.5393
13,EP,High,-1.7444
13,EP,High,-1.8491
13,EP,High,-1.8271
13,EP,High,-2.1824
13,EP,High,-1.8937
13,EP,High,-2.0042
13,EP,High,-2.0138
13,EP,High,-1.911
13,EP,High,-1.6785
13,EP,High,-1.9841
13,TS,High,-2.9361
13,TS,High,-2.2049
13,TS,High,-1.9133
13,TS,High,-2.3342
13,TS,High,-2.5076
13,TS,High,-2.4914
13,TS,High,-1.9652
13,TS,High,-1.8808
13,TS,High,-1.7543
13,TS,High,-1.7221
13,JS,High,-1.7594
13,JS,High,-1.7143
13,JS,High,-1.57
13,JS,High,-1.741
13,JS,High,-1.5966
13,JS,High,-1.6863
13,JS,High,-2.0367
13,JS,High,-1.6338
13,JS,High,-1.8606
13,JS,High,-1.7773
14,AB,High,-1.5698
14,AB,High,-1.6963
14,AB,High,-1.6865
14,AB,High,-1.5226
14,AB,High,-2.0481
14,AB,High,-1.8298
14,AB,High,-1.5614
14,AB,High,-1.7284
14,AB,High,-1.7015
14,AB,High,-1.5863
14,EP,High,-1.4671
14,EP,High,-1.8731
14,EP,High,-2.0767
14,EP,High,-1.8677
14,EP,High,-1.8549
14,EP,High,-1.8588
14,EP,High,-1.5935
14,EP,High,-2.2219
14,EP,High,-2.0916
14,EP,High,-2.0842
14,TS,High,-1.5811
14,TS,High,-1.689
14,TS,High,-3.4857
14,TS,High,-3.7476
14,TS,High,-2.0002
14,TS,High,-1.7757
14,TS,High,-1.8411
14,TS,High,-1.8897
14,TS,High,-1.8958
14,TS,High,-1.76
14,JS,High,-1.5568
14,JS,High,-1.5834
14,JS,High,-1.652
14,JS,High,-1.4596
14,JS,High,-1.571
14,JS,High,-1.6283
14,JS,High,-1.5814
14,JS,High,-1.7509
14,JS,High,-1.4161
14,JS,High,-1.554
15,AB,High,-1.6446
15,AB,High,-1.7501
15,AB,High,-1.5644
15,AB,High,-1.5795
15,AB,High,-1.6243
15,AB,High,-1.5599
15,AB,High,-1.4274
15,AB,High,-1.5818
15,AB,High,-1.5717
15,AB,High,-1.5772
15,EP,High,-1.6548
15,EP,High,-1.7108
15,EP,High,-1.6295
15,EP,High,-1.6322
15,EP,High,-1.9093
15,EP,High,-1.5937
15,EP,High,-1.6335
15,EP,High,-1.681
15,EP,High,-1.724
15,EP,High,-1.8742
15,TS,High,-1.7376
15,TS,High,-1.6489
15,TS,High,-1.6025
15,TS,High,-1.5874
15,TS,High,-1.6895
15,TS,High,-1.636
15,TS,High,-1.7841
15,TS,High,-1.5378
15,TS,High,-1.5761
15,TS,High,-1.6122
15,JS,High,-1.7038
15,JS,High,-1.646
15,JS,High,-1.4828
15,JS,High,-1.5751
15,JS,High,-1.6636
15,JS,High,-1.5924
15,JS,High,-1.7272
15,JS,High,-1.5241
15,JS,High,-1.7249
15,JS,High,-1.7099
