sub_num,case_nm,target,d_c7
9,AB,High,0.041356
9,AB,High,0.049988
9,AB,High,0.030752
9,AB,High,0.054765
9,AB,High,0.06267
9,AB,High,0.05236
9,AB,High,0.04793
9,AB,High,0.045192
9,AB,High,0.046314
9,AB,High,0.034732
9,EP,High,0.17497
9,EP,High,0.058991
9,EP,High,0.090312
9,EP,High,0.10037
9,EP,High,0.095438
9,EP,High,0.081035
9,EP,High,0.17788
9,EP,High,0.086604
9,EP,High,0.19699
9,EP,High,0.056286
9,TS,High,0.061318
9,TS,High,0.17576
9,TS,High,0.11326
9,TS,High,0.1359
9,TS,High,0.11025
9,TS,High,0.18995
9,TS,High,0.11365
9,TS,High,0.13856
9,TS,High,0.1056
9,TS,High,0.20581
9,JS,High,0.15098
9,JS,High,0.12033
9,JS,High,0.12838
9,JS,High,0.14102
9,JS,High,0.12258
9,JS,High,0.2001
9,JS,High,0.17457
9,JS,High,0.19566
9,JS,High,0.15667
9,JS,High,0.15076
10,AB,High,0.013213
10,AB,High,0.036969
10,AB,High,0.034885
10,AB,High,0.02518
10,AB,High,0.025557
10,AB,High,0.025888
10,AB,High,0.036855
10,AB,High,0.019168
10,AB,High,0.030076
10,AB,High,0.01727
10,EP,High,0.13382
10,EP,High,0.13177
10,EP,High,0.13535
10,EP,High,0.061161
10,EP,High,0.086764
10,EP,High,0.053396
10,EP,High,0.05908
10,EP,High,0.06996
10,EP,High,0.064392
10,EP,High,0.06685
10,TS,High,0.053312
10,TS,High,0.086607
10,TS,High,0.091967
10,TS,High,0.059032
10,TS,High,0.061572
10,TS,High,0.0733
10,TS,High,0.035339
10,TS,High,0.070427
10,TS,High,0.019557
10,TS,High,0.066792
10,JS,High,0.061391
10,JS,High,0.10817
10,JS,High,0.060882
10,JS,High,0.086076
10,JS,High,0.10103
10,JS,High,0.059946
10,JS,High,0.10738
10,JS,High,0.079961
10,JS,High,0.071319
10,JS,High,0.09732
11,AB,High,0.037514
11,AB,High,0.072335
11,AB,High,0.031102
11,AB,High,0.036922
11,AB,High,0.046832
11,AB,High,0.038786
11,AB,High,0.03159
11,AB,High,0.05123
11,AB,High,0.038919
11,AB,High,0.0214
11,EP,High,0.059332
11,EP,High,0.077393
11,EP,High,0.055083
11,EP,High,0.057776
11,EP,High,0.096502
11,EP,High,0.090369
11,EP,High,0.12954
11,EP,High,0.029243
11,EP,High,0.057162
11,EP,High,0.033339
11,TS,High,0.11456
11,TS,High,0.13001
11,TS,High,0.15295
11,TS,High,0.12342
11,TS,High,0.085043
11,TS,High,0.086751
11,TS,High,0.12762
11,TS,High,0.073713
11,TS,High,0.086557
11,TS,High,0.12281
11,JS,High,0.054975
11,JS,High,0.16891
11,JS,High,0.15409
11,JS,High,0.13346
11,JS,High,0.060718
11,JS,High,0.066006
11,JS,High,0.045906
11,JS,High,0.054828
11,JS,High,0.10455
11,JS,High,0.15423
12,AB,High,0.058786
12,AB,High,0.034492
12,AB,High,0.035649
12,AB,High,0.053259
12,AB,High,0.039893
12,AB,High,0.034918
12,AB,High,0.043141
12,AB,High,0.034454
12,AB,High,0.049428
12,AB,High,0.038687
12,EP,High,0.044353
12,EP,High,0.033244
12,EP,High,0.059229
12,EP,High,0.031586
12,EP,High,0.02135
12,EP,High,0.041668
12,EP,High,0.048729
12,EP,High,0.085614
12,EP,High,0.048954
12,EP,High,0.057017
12,TS,High,0.074168
12,TS,High,0.074928
12,TS,High,0.086083
12,TS,High,0.028511
12,TS,High,0.059526
12,TS,High,0.049902
12,TS,High,0.059338
12,TS,High,0.047063
12,TS,High,0.10243
12,TS,High,0.040958
12,JS,High,0.046452
12,JS,High,0.031177
12,JS,High,0.039588
12,JS,High,0.072324
12,JS,High,0.053753
12,JS,High,0.035455
12,JS,High,0.046845
12,JS,High,0.04784
12,JS,High,0.047314
12,JS,High,0.038401
13,AB,High,0.024198
13,AB,High,0.036234
13,AB,High,0.026483
13,AB,High,0.0076908
13,AB,High,0.027497
13,AB,High,0.0097594
13,AB,High,0.020324
13,AB,High,0.024345
13,AB,High,0.017915
13,AB,High,0.0077714
13,EP,High,0.087776
13,EP,High,0.095256
13,EP,High,0.064787
13,EP,High,0.083728
13,EP,High,0.046367
13,EP,High,0.070293
13,EP,High,0.074609
13,EP,High,0.077584
13,EP,High,0.09609
13,EP,High,0.074425
13,TS,High,0.032085
13,TS,High,0.051929
13,TS,High,0.03626
13,TS,High,0.045688
13,TS,High,0.047969
13,TS,High,0.064848
13,TS,High,0.026837
13,TS,High,0.030826
13,TS,High,0.059038
13,TS,High,0.027399
13,JS,High,0.026457
13,JS,High,0.031839
13,JS,High,0.075222
13,JS,High,0.05065
13,JS,High,0.027407
13,JS,High,0.056236
13,JS,High,0.053988
13,JS,High,0.06606
13,JS,High,0.094112
13,JS,High,0.058737
14,AB,High,0.029327
14,AB,High,0.035711
14,AB,High,0.062727
14,AB,High,0.045023
14,AB,High,0.068616
14,AB,High,0.015338
14,AB,High,0.041966
14,AB,High,0.046879
14,AB,High,0.035087
14,AB,High,0.035015
14,EP,High,0.032845
14,EP,High,0.059516
14,EP,High,0.038272
14,EP,High,0.024783
14,EP,High,0.035318
14,EP,High,0.014784
14,EP,High,0.019756
14,EP,High,0.026489
14,EP,High,0.036421
14,EP,High,0.051099
14,TS,High,0.038554
14,TS,High,0.096015
14,TS,High,0.05357
14,TS,High,0.071442
14,TS,High,0.039316
14,TS,High,0.061738
14,TS,High,0.053276
14,TS,High,0.060521
14,TS,High,0.039274
14,TS,High,0.057989
14,JS,High,0.048176
14,JS,High,0.038959
14,JS,High,0.076285
14,JS,High,0.053988
14,JS,High,0.059602
14,JS,High,0.037705
14,JS,High,0.053707
14,JS,High,0.02879
14,JS,High,0.028642
14,JS,High,0.050772
15,AB,High,0.046045
15,AB,High,0.064988
15,AB,High,0.081901
15,AB,High,0.10184
15,AB,High,0.097807
15,AB,High,0.065274
15,AB,High,0.052093
15,AB,High,0.091044
15,AB,High,0.047884
15,AB,High,0.041164
15,EP,High,0.06927
15,EP,High,0.060146
15,EP,High,0.049056
15,EP,High,0.12167
15,EP,High,0.073737
15,EP,High,0.079998
15,EP,High,0.062332
15,EP,High,0.094611
15,EP,High,0.075762
15,EP,High,0.14204
15,TS,High,0.11702
15,TS,High,0.12218
15,TS,High,0.089304
15,TS,High,0.09943
15,TS,High,0.19688
15,TS,High,0.14079
15,TS,High,0.18441
15,TS,High,0.15517
15,TS,High,0.12621
15,TS,High,0.078852
15,JS,High,0.061639
15,JS,High,0.06158
15,JS,High,0.078706
15,JS,High,0.060957
15,JS,High,0.096941
15,JS,High,0.045228
15,JS,High,0.074631
15,JS,High,0.11745
15,JS,High,0.040528
15,JS,High,0.096445
